,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
64,メゾン・ド・プリメ,賃貸マンション,東京都渋谷区本町６,京王新線/幡ヶ谷駅 歩8分,京王新線/初台駅 歩9分,都営大江戸線/西新宿五丁目駅 歩15分,築35年,5階建,5階,5万円,5000円,5万円/5万円/-/5万円,ワンルーム,13.21m
65,メゾン・ド・プリメ,賃貸マンション,東京都渋谷区本町６,京王新線/幡ヶ谷駅 歩8分,京王新線/初台駅 歩9分,都営大江戸線/西新宿五丁目駅 歩15分,築35年,5階建,4階,5.5万円,5000円,-/-/-/-,ワンルーム,13.28m
66,京王新線 初台駅 5階建 築35年,賃貸マンション,東京都渋谷区本町６,京王新線/初台駅 歩10分,京王新線/幡ヶ谷駅 歩10分,小田急線/参宮橋駅 歩22分,築35年,5階建,4階,5.3万円,-,10.6万円/-/-/-,ワンルーム,13.21m
67,京王新線 初台駅 5階建 築35年,賃貸マンション,東京都渋谷区本町６,京王新線/初台駅 歩10分,京王新線/幡ヶ谷駅 歩10分,小田急線/参宮橋駅 歩22分,築35年,5階建,5階,5万円,5000円,5万円/5万円/-/-,ワンルーム,13.21m
68,京王新線 初台駅 5階建 築35年,賃貸マンション,東京都渋谷区本町６,京王新線/初台駅 歩10分,京王新線/幡ヶ谷駅 歩10分,小田急線/参宮橋駅 歩22分,築35年,5階建,4階,5.5万円,5000円,-/-/-/-,ワンルーム,13.02m
69,メゾン笹塚,賃貸アパート,東京都渋谷区笹塚２,京王線/笹塚駅 歩4分,京王新線/幡ヶ谷駅 歩15分,京王線/明大前駅 歩25分,築33年,2階建,1階,5.3万円,-,-/-/-/-,ワンルーム,12m
70,メゾン笹塚,賃貸アパート,東京都渋谷区笹塚２,京王線/笹塚駅 歩4分,京王新線/幡ヶ谷駅 歩15分,京王線/明大前駅 歩25分,築33年,2階建,1階,5.3万円,-,-/-/-/-,ワンルーム,11.21m
71,菅野アパート,賃貸アパート,東京都渋谷区本町２,京王新線/初台駅 歩6分,都営大江戸線/西新宿五丁目駅 歩9分,都営大江戸線/都庁前駅 歩18分,築40年,2階建,2階,5.37万円,-,5.37万円/5.37万円/-/-,2K,22m
72,ジョリ・メゾン,賃貸マンション,東京都渋谷区本町３,都営大江戸線/西新宿五丁目駅 歩4分,東京メトロ丸ノ内線/中野坂上駅 歩10分,都営大江戸線/都庁前駅 歩15分,築30年,3階建,2階,5.4万円,-,5.4万円/5.4万円/-/-,ワンルーム,17.35m
73,都営大江戸線 西新宿五丁目駅 3階建 築30年,賃貸マンション,東京都渋谷区本町３,都営大江戸線/西新宿五丁目駅 歩7分,東京メトロ丸ノ内線/中野新橋駅 歩12分,京王新線/初台駅 歩15分,築30年,3階建,2階,5.4万円,-,5.4万円/5.4万円/-/-,ワンルーム,17.35m
74,コーポＫ,賃貸アパート,東京都渋谷区笹塚３,京王線/笹塚駅 歩8分,京王新線/幡ヶ谷駅 歩14分,東京メトロ丸ノ内線/方南町駅 歩17分,築49年,2階建,1階,5.2万円,2000円,5.2万円/-/-/-,1K,17m
