,建物名,レンタルタイプ,住所,立地1,立地2,立地3,築年数,建物高さ,階,賃料,管理費,"敷/礼/保証/敷引,償却",間取り,専有面積
1816,東京メトロ千代田線 千駄木駅 2階建 築3年,賃貸アパート,東京都文京区千駄木２,東京メトロ千代田線/千駄木駅 歩4分,東京メトロ千代田線/根津駅 歩9分,ＪＲ山手線/日暮里駅 歩12分,築3年,2階建,1階,8.2万円,3000円,8.2万円/8.2万円/-/-,1K,23.87m
1817,グランハイム,賃貸アパート,東京都文京区千駄木２,東京メトロ千代田線/千駄木駅 歩4分,東京メトロ千代田線/根津駅 歩9分,ＪＲ山手線/日暮里駅 歩12分,築3年,2階建,1階,8.2万円,3000円,8.2万円/8.2万円/-/-,1K,23.87m
1818,スカイコート後楽園WEST,賃貸マンション,東京都文京区小石川４,東京メトロ南北線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営三田線/白山駅 歩18分,築14年,13階建,5階,7.8万円,7000円,7.8万円/7.8万円/-/7.8万円,1K,21.56m
1819,スカイコート後楽園WEST,賃貸マンション,東京都文京区小石川４,東京メトロ南北線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営三田線/白山駅 歩18分,築14年,13階建,6階,7.8万円,7000円,7.8万円/7.8万円/-/7.8万円,1K,19.97m
1820,スカイコート後楽園WEST,賃貸マンション,東京都文京区小石川４,東京メトロ南北線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営三田線/白山駅 歩18分,築14年,13階建,14階,8.1万円,7000円,-/8.1万円/-/-,1K,20.08m
1821,スカイコート後楽園WEST,賃貸マンション,東京都文京区小石川４,東京メトロ南北線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営三田線/白山駅 歩18分,築14年,13階建,4階,8.3万円,5500円,-/8.3万円/8.3万円/-,1K,21.56m
1822,スカイコート後楽園WEST,賃貸マンション,東京都文京区小石川４,東京メトロ南北線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営三田線/白山駅 歩18分,築14年,13階建,10階,8.9万円,10500円,-/8.9万円/-/-,ワンルーム,19.88m
1823,スカイコート後楽園WEST,賃貸マンション,東京都文京区小石川４,東京メトロ南北線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営三田線/白山駅 歩18分,築14年,13階建,13階,9万円,10500円,-/9万円/-/-,ワンルーム,23.35m
1824,東京メトロ南北線 後楽園駅 13階建 築14年,賃貸マンション,東京都文京区小石川４,東京メトロ南北線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営三田線/白山駅 歩18分,築14年,13階建,5階,7.8万円,7000円,7.8万円/7.8万円/-/7.8万円,1K,21.56m
1825,東京メトロ南北線 後楽園駅 13階建 築14年,賃貸マンション,東京都文京区小石川４,東京メトロ南北線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営三田線/白山駅 歩18分,築14年,13階建,14階,8.1万円,7000円,-/8.1万円/-/-,1K,20.08m
1826,東京メトロ南北線 後楽園駅 13階建 築14年,賃貸マンション,東京都文京区小石川４,東京メトロ南北線/後楽園駅 歩10分,東京メトロ丸ノ内線/茗荷谷駅 歩12分,都営三田線/白山駅 歩18分,築14年,13階建,14階,8.1万円,7000円,-/8.1万円/-/-,1K,20.08m
